Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
95+,Female,2014,4,2014 Q4,584,7088,0.08239277652370203
95+,Female,2015,1,2015 Q1,682,7220,0.09445983379501385
95+,Female,2015,2,2015 Q2,602,7349,0.08191590692611239
95+,Female,2015,3,2015 Q3,525,7428,0.07067851373182553
95+,Female,2015,4,2015 Q4,573,7595,0.07544437129690586
95+,Female,2016,1,2016 Q1,685,7711,0.08883413305667229
95+,Female,2016,2,2016 Q2,639,7769,0.08224996782082636
95+,Female,2016,3,2016 Q3,574,7829,0.07331715417039213
95+,Female,2016,4,2016 Q4,617,7928,0.07782542885973764
95+,Female,2017,1,2017 Q1,745,8010,0.09300873907615481
95+,Female,2017,2,2017 Q2,621,7933,0.07828060002521114
95+,Female,2017,3,2017 Q3,627,7949,0.07887784626997106
95+,Female,2017,4,2017 Q4,638,8007,0.07968027975521419
95+,Female,2018,1,2018 Q1,825,7937,0.10394355549955903
95+,Female,2018,2,2018 Q2,621,7822,0.07939145998465866
95+,Female,2018,3,2018 Q3,610,7897,0.07724452323667215
95+,Female,2018,4,2018 Q4,638,8013,0.07962061649819044
95+,Female,2019,1,2019 Q1,714,8008,0.08916083916083917
95+,Female,2019,2,2019 Q2,676,8033,0.08415286941366862
95+,Female,2019,3,2019 Q3,608,8075,0.07529411764705882
95+,Female,2019,4,2019 Q4,652,8119,0.08030545633698731
95+,Female,2020,1,2020 Q1,639,8163,0.0782800441014333
95+,Female,2020,2,2020 Q2,629,8273,0.0760304605342681
95+,Female,2020,3,2020 Q3,653,8364,0.0780726924916308
95+,Female,2020,4,2020 Q4,653,8381,0.07791433003221572
95+,Female,2021,1,2021 Q1,677,8412,0.08048026628625772
95+,Female,2021,2,2021 Q2,701,8499,0.08248029179903518
95+,Female,2021,3,2021 Q3,696,8518,0.08170932143695703
95+,Female,2021,4,2021 Q4,807,8515,0.09477392836171462
95+,Female,2022,1,2022 Q1,878,8375,0.10483582089552239
95+,Female,2022,2,2022 Q2,687,8198,0.08380092705537937
95+,Female,2022,3,2022 Q3,618,8172,0.07562408223201175
95+,Male,2008,1,2008 Q1,159,1505,0.10564784053156147
95+,Male,2008,2,2008 Q2,143,1517,0.0942649967040211
95+,Male,2008,3,2008 Q3,137,1527,0.08971840209561231
95+,Male,2008,4,2008 Q4,151,1535,0.098371335504886
95+,Male,2009,1,2009 Q1,172,1533,0.11219830397912589
95+,Male,2009,2,2009 Q2,126,1524,0.08267716535433071
95+,Male,2009,3,2009 Q3,117,1553,0.07533805537669028
95+,Male,2009,4,2009 Q4,145,1616,0.08972772277227722
95+,Male,2010,1,2010 Q1,194,1652,0.11743341404358354
95+,Male,2010,2,2010 Q2,143,1644,0.08698296836982969
95+,Male,2010,3,2010 Q3,149,1639,0.09090909090909091
95+,Male,2010,4,2010 Q4,183,1651,0.1108419139915203
95+,Male,2011,1,2011 Q1,177,1617,0.10946196660482375
95+,Male,2011,2,2011 Q2,142,1604,0.0885286783042394
95+,Male,2011,3,2011 Q3,128,1635,0.0782874617737003
95+,Male,2011,4,2011 Q4,140,1681,0.08328375966686496
95+,Male,2012,1,2012 Q1,205,1721,0.11911679256246369
95+,Male,2012,2,2012 Q2,170,1686,0.10083036773428232
95+,Male,2012,3,2012 Q3,163,1684,0.09679334916864608
95+,Male,2012,4,2012 Q4,168,1670,0.10059880239520957
95+,Male,2013,1,2013 Q1,198,1659,0.11934900542495479
95+,Male,2013,2,2013 Q2,165,1637,0.10079413561392792
95+,Male,2013,3,2013 Q3,160,1651,0.09691096305269534
95+,Male,2013,4,2013 Q4,165,1686,0.09786476868327403
95+,Male,2014,1,2014 Q1,178,1715,0.10379008746355685
95+,Male,2014,2,2014 Q2,148,1704,0.08685446009389672
95+,Male,2014,3,2014 Q3,162,1747,0.09273039496279337
95+,Male,2014,4,2014 Q4,174,1792,0.09709821428571429
95+,Male,2015,1,2015 Q1,210,1837,0.11431682090364725
95+,Male,2015,2,2015 Q2,163,1873,0.08702616123865456
95+,Male,2015,3,2015 Q3,160,1921,0.08328995314940135
95+,Male,2015,4,2015 Q4,202,1963,0.10290371879775853
95+,Male,2016,1,2016 Q1,219,1963,0.11156393275598574
95+,Male,2016,2,2016 Q2,194,1998,0.0970970970970971
95+,Male,2016,3,2016 Q3,140,2042,0.06856023506366307
95+,Male,2016,4,2016 Q4,216,2127,0.10155148095909731
95+,Male,2017,1,2017 Q1,234,2116,0.11058601134215501
95+,Male,2017,2,2017 Q2,190,2083,0.09121459433509362
95+,Male,2017,3,2017 Q3,186,2086,0.08916586768935762
95+,Male,2017,4,2017 Q4,191,2105,0.09073634204275534
95+,Male,2018,1,2018 Q1,265,2112,0.12547348484848486
95+,Male,2018,2,2018 Q2,204,2079,0.09812409812409813
95+,Male,2018,3,2018 Q3,212,2121,0.09995285242809995
95+,Male,2018,4,2018 Q4,225,2101,0.10709186101856259
95+,Male,2019,1,2019 Q1,233,2074,0.11234329797492767
95+,Male,2019,2,2019 Q2,166,2067,0.0803096274794388
95+,Male,2019,3,2019 Q3,199,2129,0.09347111319868483
95+,Male,2019,4,2019 Q4,223,2165,0.10300230946882218
95+,Male,2020,1,2020 Q1,240,2151,0.11157601115760112
95+,Male,2020,2,2020 Q2,200,2163,0.09246417013407304
95+,Male,2020,3,2020 Q3,217,2198,0.09872611464968153
95+,Male,2020,4,2020 Q4,251,2223,0.11291048133153396
95+,Male,2021,1,2021 Q1,246,2215,0.11106094808126411
95+,Male,2021,2,2021 Q2,201,2229,0.0901749663526245
95+,Male,2021,3,2021 Q3,221,2295,0.0962962962962963
95+,Male,2021,4,2021 Q4,275,2315,0.11879049676025918
95+,Male,2022,1,2022 Q1,273,2295,0.11895424836601307
95+,Male,2022,2,2022 Q2,225,2255,0.09977827050997783
95+,Male,2022,3,2022 Q3,222,2285,0.09715536105032822
