Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
15-19,Female,2018,2,2018 Q2,4,168310,2.376567048897867e-5
15-19,Female,2018,3,2018 Q3,5,167919,2.9776261173542006e-5
15-19,Female,2018,4,2018 Q4,5,168598,2.9656342305365424e-5
15-19,Female,2019,1,2019 Q1,10,168141,5.9473893934257555e-5
15-19,Female,2019,2,2019 Q2,8,168019,4.7613662740523396e-5
15-19,Female,2019,3,2019 Q3,0,167128,0
15-19,Female,2019,4,2019 Q4,4,167825,2.3834351258751675e-5
15-19,Female,2020,1,2020 Q1,10,167639,5.9651990288655984e-5
15-19,Female,2020,2,2020 Q2,5,167215,2.990162365816464e-5
15-19,Female,2020,3,2020 Q3,4,166521,2.402099434906108e-5
15-19,Female,2020,4,2020 Q4,3,167088,1.795461074403907e-5
15-19,Female,2021,1,2021 Q1,6,166863,3.595764189784434e-5
15-19,Female,2021,2,2021 Q2,8,166435,4.806681286988915e-5
15-19,Female,2021,3,2021 Q3,2,166351,1.2022771128517412e-5
15-19,Female,2021,4,2021 Q4,5,167890,2.9781404491035798e-5
15-19,Female,2022,1,2022 Q1,4,167881,2.3826400843454588e-5
15-19,Female,2022,2,2022 Q2,6,167846,3.574705384697878e-5
15-19,Female,2022,3,2022 Q3,8,168437,4.7495502769581506e-5
15-19,Male,2008,1,2008 Q1,27,171597,1.5734540813650588e-4
15-19,Male,2008,2,2008 Q2,16,172728,9.26311889213098e-5
15-19,Male,2008,3,2008 Q3,16,173511,9.221317380454265e-5
15-19,Male,2008,4,2008 Q4,19,175093,1.0851376125830273e-4
15-19,Male,2009,1,2009 Q1,21,175869,1.1940705866298211e-4
15-19,Male,2009,2,2009 Q2,13,176527,7.364312541424258e-5
15-19,Male,2009,3,2009 Q3,19,177269,1.0718174074429257e-4
15-19,Male,2009,4,2009 Q4,15,178747,8.391749232154946e-5
15-19,Male,2010,1,2010 Q1,16,179957,8.891012853070455e-5
15-19,Male,2010,2,2010 Q2,15,180555,8.307717869901138e-5
15-19,Male,2010,3,2010 Q3,13,180986,7.182876023559833e-5
15-19,Male,2010,4,2010 Q4,15,182315,8.227518306228231e-5
15-19,Male,2011,1,2011 Q1,12,182827,6.563581965464619e-5
15-19,Male,2011,2,2011 Q2,16,183306,8.728574078317131e-5
15-19,Male,2011,3,2011 Q3,11,182922,6.0134920895244965e-5
15-19,Male,2011,4,2011 Q4,16,183623,8.713505388758489e-5
15-19,Male,2012,1,2012 Q1,19,184265,1.0311236534339131e-4
15-19,Male,2012,2,2012 Q2,10,184122,5.431181499223341e-5
15-19,Male,2012,3,2012 Q3,9,183824,4.895987466272086e-5
15-19,Male,2012,4,2012 Q4,12,184337,6.50981626043605e-5
15-19,Male,2013,1,2013 Q1,15,183817,8.160289853495596e-5
15-19,Male,2013,2,2013 Q2,10,183294,5.455715953604591e-5
15-19,Male,2013,3,2013 Q3,15,182580,8.215576733486691e-5
15-19,Male,2013,4,2013 Q4,15,183030,8.195377806916898e-5
15-19,Male,2014,1,2014 Q1,13,183030,7.102660765994646e-5
15-19,Male,2014,2,2014 Q2,8,182562,4.3820729396040796e-5
15-19,Male,2014,3,2014 Q3,12,181683,6.604910751143475e-5
15-19,Male,2014,4,2014 Q4,8,182217,4.390369724010383e-5
15-19,Male,2015,1,2015 Q1,11,181089,6.074361225695652e-5
15-19,Male,2015,2,2015 Q2,10,180421,5.542592048597447e-5
15-19,Male,2015,3,2015 Q3,6,179922,3.334778403975056e-5
15-19,Male,2015,4,2015 Q4,11,180292,6.101213586848002e-5
15-19,Male,2016,1,2016 Q1,6,179968,3.333926031294453e-5
15-19,Male,2016,2,2016 Q2,6,179439,3.34375470215505e-5
15-19,Male,2016,3,2016 Q3,7,179287,3.9043544707647516e-5
15-19,Male,2016,4,2016 Q4,9,179821,5.0049771717430114e-5
15-19,Male,2017,1,2017 Q1,16,178989,8.939096816005452e-5
15-19,Male,2017,2,2017 Q2,12,178213,6.733515512336362e-5
15-19,Male,2017,3,2017 Q3,10,177162,5.644551314616001e-5
15-19,Male,2017,4,2017 Q4,8,177550,4.505773021684033e-5
15-19,Male,2018,1,2018 Q1,15,177279,8.46123906384851e-5
15-19,Male,2018,2,2018 Q2,16,176645,9.057714625378584e-5
15-19,Male,2018,3,2018 Q3,10,176135,5.677463309393363e-5
15-19,Male,2018,4,2018 Q4,16,176693,9.05525402817316e-5
15-19,Male,2019,1,2019 Q1,14,176274,7.942180922881423e-5
15-19,Male,2019,2,2019 Q2,13,175812,7.394262052647145e-5
15-19,Male,2019,3,2019 Q3,12,175161,6.850840084265333e-5
15-19,Male,2019,4,2019 Q4,12,175644,6.832001093120175e-5
15-19,Male,2020,1,2020 Q1,9,175643,5.124029992655557e-5
15-19,Male,2020,2,2020 Q2,6,175249,3.4236999925819834e-5
15-19,Male,2020,3,2020 Q3,12,174529,6.875648173082983e-5
15-19,Male,2020,4,2020 Q4,8,175112,4.568504728402394e-5
15-19,Male,2021,1,2021 Q1,7,174603,4.009094918185827e-5
15-19,Male,2021,2,2021 Q2,7,174317,4.015672596476534e-5
15-19,Male,2021,3,2021 Q3,10,174065,5.7449803234423925e-5
15-19,Male,2021,4,2021 Q4,14,175586,7.973300832640416e-5
15-19,Male,2022,1,2022 Q1,12,175842,6.824308185757668e-5
15-19,Male,2022,2,2022 Q2,10,175892,5.685306892866077e-5
15-19,Male,2022,3,2022 Q3,10,176281,5.672761103011669e-5
20-24,Female,2008,1,2008 Q1,10,149249,6.700212396732976e-5
20-24,Female,2008,2,2008 Q2,5,150588,3.3203176879963876e-5
20-24,Female,2008,3,2008 Q3,6,150760,3.9798355001326615e-5
20-24,Female,2008,4,2008 Q4,6,153913,3.8983061859621994e-5
20-24,Female,2009,1,2009 Q1,13,154707,8.402981119147809e-5
20-24,Female,2009,2,2009 Q2,7,156361,4.476819667308344e-5
20-24,Female,2009,3,2009 Q3,4,156282,2.5594758193521966e-5
20-24,Female,2009,4,2009 Q4,10,159746,6.259937651020996e-5
20-24,Female,2010,1,2010 Q1,10,160117,6.245433027098934e-5
20-24,Female,2010,2,2010 Q2,13,162166,8.016476943379007e-5
20-24,Female,2010,3,2010 Q3,10,161613,6.187621045336699e-5
20-24,Female,2010,4,2010 Q4,10,165252,6.0513639774405154e-5
20-24,Female,2011,1,2011 Q1,9,165462,5.43931537150524e-5
20-24,Female,2011,2,2011 Q2,11,167086,6.583436074835714e-5
20-24,Female,2011,3,2011 Q3,11,166608,6.602324018054355e-5
20-24,Female,2011,4,2011 Q4,8,169930,4.707820867415995e-5
20-24,Female,2012,1,2012 Q1,9,170654,5.273828916989933e-5
20-24,Female,2012,2,2012 Q2,6,172390,3.480480306282267e-5
20-24,Female,2012,3,2012 Q3,4,171749,2.328980081397854e-5
20-24,Female,2012,4,2012 Q4,8,175885,4.548426528697729e-5
20-24,Female,2013,1,2013 Q1,12,176575,6.795979045731275e-5
20-24,Female,2013,2,2013 Q2,9,178354,5.0461441851598506e-5
20-24,Female,2013,3,2013 Q3,6,177458,3.3810817207451906e-5
20-24,Female,2013,4,2013 Q4,6,181137,3.312409943854651e-5
20-24,Female,2014,1,2014 Q1,13,180679,7.195080778618434e-5
20-24,Female,2014,2,2014 Q2,8,182377,4.3865180368138523e-5
20-24,Female,2014,3,2014 Q3,9,181521,4.958104021022361e-5
20-24,Female,2014,4,2014 Q4,10,184756,5.412544112234515e-5
20-24,Female,2015,1,2015 Q1,14,184806,7.575511617588174e-5
20-24,Female,2015,2,2015 Q2,6,187023,3.208161563016313e-5
20-24,Female,2015,3,2015 Q3,7,186200,3.759398496240601e-5
20-24,Female,2015,4,2015 Q4,1,189635,5.2732881588314395e-6
20-24,Female,2016,1,2016 Q1,8,189151,4.22942516825182e-5
20-24,Female,2016,2,2016 Q2,13,190331,6.830206324771057e-5
20-24,Female,2016,3,2016 Q3,12,188145,6.378059475404608e-5
20-24,Female,2016,4,2016 Q4,16,191924,8.33663325066172e-5
20-24,Female,2017,1,2017 Q1,10,191188,5.2304537941711825e-5
20-24,Female,2017,2,2017 Q2,6,192039,3.124365363285583e-5
20-24,Female,2017,3,2017 Q3,3,189937,1.579471087781738e-5
20-24,Female,2017,4,2017 Q4,8,193118,4.142544972503858e-5
20-24,Female,2018,1,2018 Q1,7,191633,3.652815538033637e-5
20-24,Female,2018,2,2018 Q2,5,191611,2.6094535282421155e-5
20-24,Female,2018,3,2018 Q3,4,189045,2.1158983310851915e-5
20-24,Female,2018,4,2018 Q4,3,192161,1.5611908764005183e-5
20-24,Female,2019,1,2019 Q1,6,190343,3.152204178772006e-5
20-24,Female,2019,2,2019 Q2,11,191166,5.7541613048345415e-5
20-24,Female,2019,3,2019 Q3,5,188337,2.6548155699623547e-5
20-24,Female,2019,4,2019 Q4,9,190601,4.7219059711124286e-5
20-24,Female,2020,1,2020 Q1,7,186937,3.7445770500222e-5
20-24,Female,2020,2,2020 Q2,9,186186,4.833875801617737e-5
20-24,Female,2020,3,2020 Q3,11,184282,5.9691125557569375e-5
20-24,Female,2020,4,2020 Q4,12,184700,6.497022198159177e-5
20-24,Female,2021,1,2021 Q1,5,184035,2.7168745075664954e-5
20-24,Female,2021,2,2021 Q2,10,183168,5.4594689028651293e-5
20-24,Female,2021,3,2021 Q3,9,182547,4.930237144406646e-5
20-24,Female,2021,4,2021 Q4,7,184753,3.78884240039404e-5
20-24,Female,2022,1,2022 Q1,11,183918,5.980926282364967e-5
20-24,Female,2022,2,2022 Q2,6,185069,3.242034052164328e-5
20-24,Female,2022,3,2022 Q3,11,183535,5.993407252022775e-5
20-24,Male,2008,1,2008 Q1,44,154548,2.847011931568186e-4
20-24,Male,2008,2,2008 Q2,30,156238,1.9201474673254907e-4
20-24,Male,2008,3,2008 Q3,26,156898,1.6571275605807594e-4
20-24,Male,2008,4,2008 Q4,37,159945,2.313295195223358e-4
20-24,Male,2009,1,2009 Q1,30,160988,1.8634929311501478e-4
20-24,Male,2009,2,2009 Q2,23,162574,1.4147403643879094e-4
20-24,Male,2009,3,2009 Q3,21,162874,1.2893402261871138e-4
20-24,Male,2009,4,2009 Q4,19,165478,1.1481888831143717e-4
20-24,Male,2010,1,2010 Q1,21,166418,1.2618827290317153e-4
20-24,Male,2010,2,2010 Q2,26,168254,1.5452827273051457e-4
20-24,Male,2010,3,2010 Q3,26,168189,1.545879932694766e-4
20-24,Male,2010,4,2010 Q4,21,171146,1.2270225421569887e-4
20-24,Male,2011,1,2011 Q1,22,171997,1.279092077187393e-4
20-24,Male,2011,2,2011 Q2,25,173367,1.4420276061764925e-4
20-24,Male,2011,3,2011 Q3,22,173397,1.2687647421812372e-4
20-24,Male,2011,4,2011 Q4,21,176051,1.1928361667925771e-4
20-24,Male,2012,1,2012 Q1,20,176821,1.1310873708439608e-4
20-24,Male,2012,2,2012 Q2,26,178528,1.456354185337874e-4
20-24,Male,2012,3,2012 Q3,19,178642,1.0635796733131066e-4
20-24,Male,2012,4,2012 Q4,21,181824,1.1549630411826821e-4
20-24,Male,2013,1,2013 Q1,10,183050,5.4629882545752524e-5
20-24,Male,2013,2,2013 Q2,17,184651,9.206557235000082e-5
20-24,Male,2013,3,2013 Q3,17,184420,9.218089144344432e-5
20-24,Male,2013,4,2013 Q4,18,187268,9.611893115748553e-5
20-24,Male,2014,1,2014 Q1,23,187595,1.2260454702950506e-4
20-24,Male,2014,2,2014 Q2,15,188683,7.949841798148217e-5
20-24,Male,2014,3,2014 Q3,14,188887,7.411838824270595e-5
20-24,Male,2014,4,2014 Q4,19,191494,9.921981889772003e-5
20-24,Male,2015,1,2015 Q1,25,192234,1.300498350968091e-4
20-24,Male,2015,2,2015 Q2,26,193756,1.3418939284460868e-4
20-24,Male,2015,3,2015 Q3,15,194129,7.726820825327489e-5
20-24,Male,2015,4,2015 Q4,24,197066,1.2178660956227863e-4
20-24,Male,2016,1,2016 Q1,20,197598,1.0121559934817154e-4
20-24,Male,2016,2,2016 Q2,21,198801,1.0563327146241718e-4
20-24,Male,2016,3,2016 Q3,23,197791,1.162843607646455e-4
20-24,Male,2016,4,2016 Q4,24,200268,1.198394151836539e-4
20-24,Male,2017,1,2017 Q1,17,200134,8.494308813095226e-5
20-24,Male,2017,2,2017 Q2,31,200482,1.5462734809110044e-4
20-24,Male,2017,3,2017 Q3,19,199351,9.530927860908649e-5
20-24,Male,2017,4,2017 Q4,25,201014,1.2436944690419574e-4
20-24,Male,2018,1,2018 Q1,16,199939,8.002440744427051e-5
20-24,Male,2018,2,2018 Q2,22,199821,1.1009853819168156e-4
20-24,Male,2018,3,2018 Q3,14,198102,7.067066460712159e-5
20-24,Male,2018,4,2018 Q4,8,199669,4.0066309742624045e-5
20-24,Male,2019,1,2019 Q1,15,198647,7.551083077016013e-5
20-24,Male,2019,2,2019 Q2,18,198710,9.05842685320316e-5
20-24,Male,2019,3,2019 Q3,26,196767,1.3213597808575626e-4
20-24,Male,2019,4,2019 Q4,21,197523,1.06316732734922e-4
20-24,Male,2020,1,2020 Q1,18,194954,9.232947259353488e-5
20-24,Male,2020,2,2020 Q2,16,194142,8.241390322547413e-5
20-24,Male,2020,3,2020 Q3,28,192608,1.4537298554577173e-4
20-24,Male,2020,4,2020 Q4,20,192583,1.0385132644106697e-4
20-24,Male,2021,1,2021 Q1,21,191869,1.0944967660226509e-4
20-24,Male,2021,2,2021 Q2,27,190752,1.4154504277805738e-4
20-24,Male,2021,3,2021 Q3,20,190440,1.0501995379122033e-4
20-24,Male,2021,4,2021 Q4,18,192120,9.369144284821987e-5
20-24,Male,2022,1,2022 Q1,17,191529,8.875940458102951e-5
20-24,Male,2022,2,2022 Q2,21,191735,1.0952616893107675e-4
20-24,Male,2022,3,2022 Q3,22,190281,1.1561848003741835e-4
25-29,Female,2008,1,2008 Q1,9,159345,5.648121999435188e-5
25-29,Female,2008,2,2008 Q2,11,158588,6.936212071531263e-5
25-29,Female,2008,3,2008 Q3,12,157405,7.623646008703663e-5
25-29,Female,2008,4,2008 Q4,7,157071,4.456583328558423e-5
25-29,Female,2009,1,2009 Q1,17,156909,1.0834305234244052e-4
25-29,Female,2009,2,2009 Q2,9,156359,5.755984625125512e-5
25-29,Female,2009,3,2009 Q3,12,155553,7.714412451061696e-5
25-29,Female,2009,4,2009 Q4,14,155414,9.008197459688316e-5
25-29,Female,2010,1,2010 Q1,9,155013,5.80596466102843e-5
25-29,Female,2010,2,2010 Q2,7,154221,4.538940870568859e-5
25-29,Female,2010,3,2010 Q3,6,154126,3.892918780737838e-5
25-29,Female,2010,4,2010 Q4,9,154672,5.818764870176891e-5
25-29,Female,2011,1,2011 Q1,6,155000,3.870967741935484e-5
25-29,Female,2011,2,2011 Q2,5,155278,3.220031169901725e-5
25-29,Female,2011,3,2011 Q3,7,155686,4.4962295903292524e-5
25-29,Female,2011,4,2011 Q4,7,156378,4.476332988016217e-5
25-29,Female,2012,1,2012 Q1,11,156763,7.016961910654938e-5
25-29,Female,2012,2,2012 Q2,12,156879,7.649207350888264e-5
25-29,Female,2012,3,2012 Q3,10,157505,6.349004793498618e-5
25-29,Female,2012,4,2012 Q4,5,158548,3.1536190932714386e-5
25-29,Female,2013,1,2013 Q1,6,159475,3.762345195171657e-5
25-29,Female,2013,2,2013 Q2,15,160585,9.340847526232213e-5
25-29,Female,2013,3,2013 Q3,12,161665,7.422756935638512e-5
25-29,Female,2013,4,2013 Q4,6,163320,3.673769287288758e-5
25-29,Female,2014,1,2014 Q1,6,164508,3.647239040046685e-5
25-29,Female,2014,2,2014 Q2,6,165634,3.622444667157709e-5
25-29,Female,2014,3,2014 Q3,4,166997,2.3952526093283114e-5
25-29,Female,2014,4,2014 Q4,13,168962,7.694037712621772e-5
25-29,Female,2015,1,2015 Q1,8,170197,4.700435377826871e-5
25-29,Female,2015,2,2015 Q2,8,172004,4.6510546266365896e-5
25-29,Female,2015,3,2015 Q3,7,173305,4.039121779521653e-5
25-29,Female,2015,4,2015 Q4,7,175545,3.9875815318009626e-5
25-29,Female,2016,1,2016 Q1,11,177111,6.21079436059872e-5
25-29,Female,2016,2,2016 Q2,6,178908,3.353678985847475e-5
25-29,Female,2016,3,2016 Q3,18,180322,9.98214305520125e-5
25-29,Female,2016,4,2016 Q4,11,182080,6.041300527240773e-5
25-29,Female,2017,1,2017 Q1,11,183135,6.006497938679116e-5
25-29,Female,2017,2,2017 Q2,14,184973,7.568672184589102e-5
25-29,Female,2017,3,2017 Q3,6,186111,3.2238825217209086e-5
25-29,Female,2017,4,2017 Q4,9,188059,4.785732137254798e-5
25-29,Female,2018,1,2018 Q1,9,189431,4.7510703105616295e-5
25-29,Female,2018,2,2018 Q2,10,190664,5.2448285990013846e-5
25-29,Female,2018,3,2018 Q3,9,191681,4.695301047052134e-5
25-29,Female,2018,4,2018 Q4,6,193106,3.107101799011942e-5
25-29,Female,2019,1,2019 Q1,14,193458,7.236712878247475e-5
25-29,Female,2019,2,2019 Q2,14,194389,7.202053614144833e-5
25-29,Female,2019,3,2019 Q3,6,195241,3.073125009603516e-5
25-29,Female,2019,4,2019 Q4,9,195884,4.5945559616916136e-5
25-29,Female,2020,1,2020 Q1,12,196402,6.10991741428295e-5
25-29,Female,2020,2,2020 Q2,11,196908,5.586365206086091e-5
25-29,Female,2020,3,2020 Q3,14,196845,7.112194874139552e-5
25-29,Female,2020,4,2020 Q4,8,197207,4.056651133073369e-5
25-29,Female,2021,1,2021 Q1,16,197432,8.104056080068074e-5
25-29,Female,2021,2,2021 Q2,10,197378,5.0664207763783196e-5
25-29,Female,2021,3,2021 Q3,10,196996,5.0762452029482834e-5
25-29,Female,2021,4,2021 Q4,12,197730,6.068881808526779e-5
25-29,Female,2022,1,2022 Q1,11,198620,5.538213674353036e-5
25-29,Female,2022,2,2022 Q2,6,199112,3.0133794045562298e-5
25-29,Female,2022,3,2022 Q3,8,200428,3.991458279282336e-5
25-29,Male,2008,1,2008 Q1,25,160378,1.558817294142588e-4
25-29,Male,2008,2,2008 Q2,26,159562,1.6294606485253382e-4
25-29,Male,2008,3,2008 Q3,32,158506,2.0188510214124388e-4
25-29,Male,2008,4,2008 Q4,19,158596,1.1980125602158944e-4
25-29,Male,2009,1,2009 Q1,32,158214,2.022577015940435e-4
25-29,Male,2009,2,2009 Q2,32,157427,2.0326881665787952e-4
25-29,Male,2009,3,2009 Q3,26,156529,1.661034057586773e-4
25-29,Male,2009,4,2009 Q4,28,156445,1.789766371568283e-4
25-29,Male,2010,1,2010 Q1,29,155957,1.859486909853357e-4
25-29,Male,2010,2,2010 Q2,20,155703,1.2844967662793908e-4
25-29,Male,2010,3,2010 Q3,24,155506,1.5433488096922306e-4
25-29,Male,2010,4,2010 Q4,28,156243,1.7920802851967768e-4
25-29,Male,2011,1,2011 Q1,16,156548,1.0220507448194802e-4
25-29,Male,2011,2,2011 Q2,19,157039,1.2098905367456492e-4
25-29,Male,2011,3,2011 Q3,17,157771,1.0775110761800331e-4
25-29,Male,2011,4,2011 Q4,28,158842,1.762757960740862e-4
25-29,Male,2012,1,2012 Q1,24,159427,1.5053911821711504e-4
25-29,Male,2012,2,2012 Q2,17,160097,1.0618562496486506e-4
25-29,Male,2012,3,2012 Q3,21,160939,1.304842207295932e-4
25-29,Male,2012,4,2012 Q4,13,162063,8.021571857857746e-5
25-29,Male,2013,1,2013 Q1,16,162747,9.831210406336215e-5
25-29,Male,2013,2,2013 Q2,22,164256,1.339372686538087e-4
25-29,Male,2013,3,2013 Q3,18,165562,1.0872060013771276e-4
25-29,Male,2013,4,2013 Q4,17,167705,1.0136847440446021e-4
25-29,Male,2014,1,2014 Q1,25,169199,1.4775501037240173e-4
25-29,Male,2014,2,2014 Q2,16,170876,9.363515063554858e-5
25-29,Male,2014,3,2014 Q3,20,172467,1.1596421344373127e-4
25-29,Male,2014,4,2014 Q4,28,174545,1.6041708441949068e-4
25-29,Male,2015,1,2015 Q1,17,176161,9.650263111585424e-5
25-29,Male,2015,2,2015 Q2,23,178532,1.2882844532072682e-4
25-29,Male,2015,3,2015 Q3,20,180436,1.1084262564011616e-4
25-29,Male,2015,4,2015 Q4,25,182948,1.366508516081072e-4
25-29,Male,2016,1,2016 Q1,26,184872,1.4063784672638366e-4
25-29,Male,2016,2,2016 Q2,26,186615,1.3932427725531175e-4
25-29,Male,2016,3,2016 Q3,23,188162,1.2223509529022864e-4
25-29,Male,2016,4,2016 Q4,22,189869,1.1586936256050223e-4
25-29,Male,2017,1,2017 Q1,23,190982,1.20430197610246e-4
25-29,Male,2017,2,2017 Q2,18,192785,9.336825997873279e-5
25-29,Male,2017,3,2017 Q3,20,193985,1.0310075521303193e-4
25-29,Male,2017,4,2017 Q4,27,196049,1.377206718728481e-4
25-29,Male,2018,1,2018 Q1,30,197346,1.5201726916177677e-4
25-29,Male,2018,2,2018 Q2,25,198489,1.259515640665226e-4
25-29,Male,2018,3,2018 Q3,18,199468,9.024003850241643e-5
25-29,Male,2018,4,2018 Q4,23,200904,1.1448253892406323e-4
25-29,Male,2019,1,2019 Q1,23,201431,1.1418302048840546e-4
25-29,Male,2019,2,2019 Q2,27,202163,1.335555962268071e-4
25-29,Male,2019,3,2019 Q3,19,203166,9.351958496992607e-5
25-29,Male,2019,4,2019 Q4,22,203882,1.0790555321215213e-4
25-29,Male,2020,1,2020 Q1,32,204408,1.5654964580642637e-4
25-29,Male,2020,2,2020 Q2,23,204475,1.1248318865386967e-4
25-29,Male,2020,3,2020 Q3,34,204302,1.6642029936075027e-4
25-29,Male,2020,4,2020 Q4,23,204989,1.1220114250032929e-4
25-29,Male,2021,1,2021 Q1,16,205404,7.78952698097408e-5
25-29,Male,2021,2,2021 Q2,16,205648,7.780284758422158e-5
25-29,Male,2021,3,2021 Q3,19,205462,9.247452083596967e-5
25-29,Male,2021,4,2021 Q4,28,206435,1.356359144524911e-4
25-29,Male,2022,1,2022 Q1,18,207455,8.676580463232991e-5
25-29,Male,2022,2,2022 Q2,27,207953,1.2983703048284948e-4
25-29,Male,2022,3,2022 Q3,21,208467,1.0073536818777072e-4
30-34,Female,2008,1,2008 Q1,25,183159,1.36493429206318e-4
30-34,Female,2008,2,2008 Q2,20,182065,1.098508774338835e-4
30-34,Female,2008,3,2008 Q3,13,181587,7.159102799209195e-5
30-34,Female,2008,4,2008 Q4,21,181138,1.1593370800163412e-4
30-34,Female,2009,1,2009 Q1,21,180392,1.1641314470708235e-4
30-34,Female,2009,2,2009 Q2,20,179058,1.1169565168827978e-4
30-34,Female,2009,3,2009 Q3,16,178499,8.963635650619892e-5
30-34,Female,2009,4,2009 Q4,15,177301,8.460189169829837e-5
30-34,Female,2010,1,2010 Q1,14,176291,7.941415046712538e-5
30-34,Female,2010,2,2010 Q2,16,175030,9.141290064560361e-5
30-34,Female,2010,3,2010 Q3,16,173596,9.21680223046614e-5
30-34,Female,2010,4,2010 Q4,16,172217,9.29060429574316e-5
30-34,Female,2011,1,2011 Q1,14,170851,8.194274543315521e-5
30-34,Female,2011,2,2011 Q2,17,169040,1.0056791292001893e-4
30-34,Female,2011,3,2011 Q3,14,167953,8.335665334944896e-5
30-34,Female,2011,4,2011 Q4,12,167234,7.175574344929859e-5
30-34,Female,2012,1,2012 Q1,15,166583,9.004520269175126e-5
30-34,Female,2012,2,2012 Q2,18,165758,1.0859204382292258e-4
30-34,Female,2012,3,2012 Q3,13,164999,7.878835629306845e-5
30-34,Female,2012,4,2012 Q4,14,164150,8.528784648187633e-5
30-34,Female,2013,1,2013 Q1,19,163374,1.162975748895173e-4
30-34,Female,2013,2,2013 Q2,14,162405,8.62042424802192e-5
30-34,Female,2013,3,2013 Q3,13,161154,8.066818074636683e-5
30-34,Female,2013,4,2013 Q4,4,160509,2.492072095645727e-5
30-34,Female,2014,1,2014 Q1,15,160128,9.367505995203837e-5
30-34,Female,2014,2,2014 Q2,14,159573,8.773414048742582e-5
30-34,Female,2014,3,2014 Q3,18,158869,1.133008957065255e-4
30-34,Female,2014,4,2014 Q4,11,158741,6.92952671332548e-5
30-34,Female,2015,1,2015 Q1,10,158343,6.31540390165653e-5
30-34,Female,2015,2,2015 Q2,16,157702,1.0145717872950249e-4
30-34,Female,2015,3,2015 Q3,12,158095,7.590372877067585e-5
30-34,Female,2015,4,2015 Q4,13,158714,8.190833826883577e-5
30-34,Female,2016,1,2016 Q1,16,159231,1.0048294615998141e-4
30-34,Female,2016,2,2016 Q2,11,159853,6.881322214784834e-5
30-34,Female,2016,3,2016 Q3,10,160661,6.224285918797967e-5
30-34,Female,2016,4,2016 Q4,13,161486,8.050233456770246e-5
30-34,Female,2017,1,2017 Q1,7,162239,4.31462225482159e-5
30-34,Female,2017,2,2017 Q2,11,162627,6.763944486462888e-5
30-34,Female,2017,3,2017 Q3,10,163424,6.11905228118269e-5
30-34,Female,2017,4,2017 Q4,11,164650,6.680838141512298e-5
30-34,Female,2018,1,2018 Q1,17,165430,1.027624977331802e-4
30-34,Female,2018,2,2018 Q2,15,166697,8.998362298061753e-5
30-34,Female,2018,3,2018 Q3,12,167799,7.151413298053028e-5
30-34,Female,2018,4,2018 Q4,17,169224,1.0045856379709734e-4
30-34,Female,2019,1,2019 Q1,10,170428,5.867580444527895e-5
30-34,Female,2019,2,2019 Q2,16,171484,9.330316530988314e-5
30-34,Female,2019,3,2019 Q3,17,172958,9.828975820719482e-5
30-34,Female,2019,4,2019 Q4,8,174629,4.5811405894782654e-5
30-34,Female,2020,1,2020 Q1,13,175511,7.406943154560113e-5
30-34,Female,2020,2,2020 Q2,12,176908,6.783186741130983e-5
30-34,Female,2020,3,2020 Q3,14,177779,7.874945859747215e-5
30-34,Female,2020,4,2020 Q4,17,179191,9.48708361469047e-5
30-34,Female,2021,1,2021 Q1,15,180271,8.320805897787221e-5
30-34,Female,2021,2,2021 Q2,13,181627,7.15752613873488e-5
30-34,Female,2021,3,2021 Q3,4,182907,2.1869037270306768e-5
30-34,Female,2021,4,2021 Q4,14,184079,7.605430277217933e-5
30-34,Female,2022,1,2022 Q1,14,185255,7.557150954090308e-5
30-34,Female,2022,2,2022 Q2,16,187293,8.542764545391446e-5
30-34,Female,2022,3,2022 Q3,14,190321,7.35599329553754e-5
30-34,Male,2008,1,2008 Q1,41,184520,2.2219813570344677e-4
30-34,Male,2008,2,2008 Q2,40,183277,2.1824888011043393e-4
30-34,Male,2008,3,2008 Q3,36,182823,1.9691176711901675e-4
30-34,Male,2008,4,2008 Q4,46,182520,2.520271751040982e-4
30-34,Male,2009,1,2009 Q1,32,181687,1.761270756851068e-4
30-34,Male,2009,2,2009 Q2,38,180328,2.1072711947118584e-4
30-34,Male,2009,3,2009 Q3,41,179434,2.284962716096169e-4
30-34,Male,2009,4,2009 Q4,38,178337,2.1307973107094995e-4
30-34,Male,2010,1,2010 Q1,34,177078,1.920057827623985e-4
30-34,Male,2010,2,2010 Q2,20,175422,1.1401078542030077e-4
30-34,Male,2010,3,2010 Q3,28,174274,1.606665366032799e-4
30-34,Male,2010,4,2010 Q4,35,172931,2.023928618928937e-4
30-34,Male,2011,1,2011 Q1,33,171742,1.9214868814850184e-4
30-34,Male,2011,2,2011 Q2,44,170081,2.5870026634368333e-4
30-34,Male,2011,3,2011 Q3,30,168862,1.776598642678637e-4
30-34,Male,2011,4,2011 Q4,27,168122,1.605976612222077e-4
30-34,Male,2012,1,2012 Q1,19,167038,1.1374657263616663e-4
30-34,Male,2012,2,2012 Q2,24,166312,1.4430708547789696e-4
30-34,Male,2012,3,2012 Q3,20,165807,1.206221691484678e-4
30-34,Male,2012,4,2012 Q4,29,165297,1.7544178055258112e-4
30-34,Male,2013,1,2013 Q1,27,164689,1.6394537582959396e-4
30-34,Male,2013,2,2013 Q2,18,163621,1.1001032874753241e-4
30-34,Male,2013,3,2013 Q3,28,162630,1.7216995634261823e-4
