Date;Age;Sex;Deaths
2012-11-09;30-39;Male;0
2012-11-09;40-49;Female;0
2012-11-09;40-49;Male;2
2012-11-09;50-59;Female;1
2012-11-09;50-59;Male;3
2012-11-09;60-69;Female;15
2012-11-09;60-69;Male;13
2012-11-09;70-79;Female;13
2012-11-09;70-79;Male;15
2012-11-09;80-89;Female;27
2012-11-09;80-89;Male;22
2012-11-09;90+;Female;24
2012-11-09;90+;Male;8
2012-11-10;0-9;Female;0
2012-11-10;0-9;Male;0
2012-11-10;10-19;Female;1
2012-11-10;10-19;Male;0
2012-11-10;20-29;Female;0
2012-11-10;20-29;Male;0
2012-11-10;30-39;Female;0
2012-11-10;30-39;Male;0
2012-11-10;40-49;Female;2
2012-11-10;40-49;Male;2
2012-11-10;50-59;Female;2
2012-11-10;50-59;Male;6
2012-11-10;60-69;Female;6
2012-11-10;60-69;Male;13
2012-11-10;70-79;Female;15
2012-11-10;70-79;Male;16
2012-11-10;80-89;Female;30
2012-11-10;80-89;Male;15
2012-11-10;90+;Female;16
2012-11-10;90+;Male;16
2012-11-11;0-9;Female;1
2012-11-11;0-9;Male;0
2012-11-11;10-19;Female;0
2012-11-11;10-19;Male;0
2012-11-11;20-29;Female;2
2012-11-11;20-29;Male;1
2012-11-11;30-39;Female;0
2012-11-11;30-39;Male;0
2012-11-11;40-49;Female;1
2012-11-11;40-49;Male;2
2012-11-11;50-59;Female;4
2012-11-11;50-59;Male;5
2012-11-11;60-69;Female;10
2012-11-11;60-69;Male;18
2012-11-11;70-79;Female;18
2012-11-11;70-79;Male;16
2012-11-11;80-89;Female;23
2012-11-11;80-89;Male;24
2012-11-11;90+;Female;17
2012-11-11;90+;Male;8
2012-11-12;0-9;Female;0
2012-11-12;0-9;Male;0
2012-11-12;10-19;Female;0
2012-11-12;10-19;Male;0
2012-11-12;20-29;Female;0
2012-11-12;20-29;Male;0
2012-11-12;30-39;Female;0
2012-11-12;30-39;Male;0
2012-11-12;40-49;Female;1
2012-11-12;40-49;Male;5
2012-11-12;50-59;Female;4
2012-11-12;50-59;Male;9
2012-11-12;60-69;Female;10
2012-11-12;60-69;Male;8
2012-11-12;70-79;Female;13
2012-11-12;70-79;Male;20
2012-11-12;80-89;Female;19
2012-11-12;80-89;Male;22
2012-11-12;90+;Female;11
2012-11-12;90+;Male;8
2012-11-13;0-9;Female;1
2012-11-13;0-9;Male;1
2012-11-13;10-19;Female;0
2012-11-13;10-19;Male;0
2012-11-13;20-29;Female;0
2012-11-13;20-29;Male;0
2012-11-13;30-39;Female;1
2012-11-13;30-39;Male;1
2012-11-13;40-49;Female;2
2012-11-13;40-49;Male;2
2012-11-13;50-59;Female;6
2012-11-13;50-59;Male;4
2012-11-13;60-69;Female;7
2012-11-13;60-69;Male;14
2012-11-13;70-79;Female;19
2012-11-13;70-79;Male;19
2012-11-13;80-89;Female;26
2012-11-13;80-89;Male;21
2012-11-13;90+;Female;19
2012-11-13;90+;Male;10
2012-11-14;0-9;Female;0
2012-11-14;0-9;Male;0
2012-11-14;10-19;Female;0
2012-11-14;10-19;Male;0
2012-11-14;20-29;Female;0
2012-11-14;20-29;Male;2
2012-11-14;30-39;Female;2
2012-11-14;30-39;Male;0
2012-11-14;40-49;Female;1
2012-11-14;40-49;Male;1
2012-11-14;50-59;Female;1
2012-11-14;50-59;Male;3
2012-11-14;60-69;Female;7
2012-11-14;60-69;Male;14
2012-11-14;70-79;Female;24
2012-11-14;70-79;Male;21
2012-11-14;80-89;Female;10
2012-11-14;80-89;Male;28
2012-11-14;90+;Female;22
2012-11-14;90+;Male;12
2012-11-15;0-9;Female;1
2012-11-15;0-9;Male;0
2012-11-15;10-19;Female;0
2012-11-15;10-19;Male;0
2012-11-15;20-29;Female;0
2012-11-15;20-29;Male;0
2012-11-15;30-39;Female;0
2012-11-15;30-39;Male;0
2012-11-15;40-49;Female;2
2012-11-15;40-49;Male;0
2012-11-15;50-59;Female;4
2012-11-15;50-59;Male;4
2012-11-15;60-69;Female;8
2012-11-15;60-69;Male;12
2012-11-15;70-79;Female;18
2012-11-15;70-79;Male;26
2012-11-15;80-89;Female;25
2012-11-15;80-89;Male;21
2012-11-15;90+;Female;20
2012-11-15;90+;Male;12
2012-11-16;0-9;Female;0
2012-11-16;0-9;Male;0
2012-11-16;10-19;Female;0
2012-11-16;10-19;Male;0
2012-11-16;20-29;Female;0
2012-11-16;20-29;Male;0
2012-11-16;30-39;Female;1
2012-11-16;30-39;Male;1
2012-11-16;40-49;Female;2
2012-11-16;40-49;Male;4
2012-11-16;50-59;Female;3
2012-11-16;50-59;Male;7
2012-11-16;60-69;Female;12
2012-11-16;60-69;Male;13
2012-11-16;70-79;Female;19
2012-11-16;70-79;Male;19
2012-11-16;80-89;Female;21
2012-11-16;80-89;Male;28
2012-11-16;90+;Female;13
2012-11-16;90+;Male;5
2012-11-17;0-9;Female;0
2012-11-17;0-9;Male;0
2012-11-17;10-19;Female;0
2012-11-17;10-19;Male;0
2012-11-17;20-29;Female;0
2012-11-17;20-29;Male;1
2012-11-17;30-39;Female;0
2012-11-17;30-39;Male;1
2012-11-17;40-49;Female;3
2012-11-17;40-49;Male;2
2012-11-17;50-59;Female;2
2012-11-17;50-59;Male;8
2012-11-17;60-69;Female;4
2012-11-17;60-69;Male;9
2012-11-17;70-79;Female;12
2012-11-17;70-79;Male;11
2012-11-17;80-89;Female;26
2012-11-17;80-89;Male;25
2012-11-17;90+;Female;12
2012-11-17;90+;Male;3
2012-11-18;0-9;Female;0
2012-11-18;0-9;Male;1
2012-11-18;10-19;Female;0
2012-11-18;10-19;Male;2
2012-11-18;20-29;Female;0
2012-11-18;20-29;Male;0
2012-11-18;30-39;Female;0
2012-11-18;30-39;Male;1
2012-11-18;40-49;Female;1
2012-11-18;40-49;Male;2
2012-11-18;50-59;Female;2
2012-11-18;50-59;Male;9
2012-11-18;60-69;Female;9
2012-11-18;60-69;Male;13
2012-11-18;70-79;Female;9
2012-11-18;70-79;Male;14
2012-11-18;80-89;Female;21
2012-11-18;80-89;Male;21
2012-11-18;90+;Female;14
2012-11-18;90+;Male;6
2012-11-19;0-9;Female;0
2012-11-19;0-9;Male;1
2012-11-19;10-19;Female;0
2012-11-19;10-19;Male;0
2012-11-19;20-29;Female;0
2012-11-19;20-29;Male;0
2012-11-19;30-39;Female;0
2012-11-19;30-39;Male;2
2012-11-19;40-49;Female;0
2012-11-19;40-49;Male;5
2012-11-19;50-59;Female;4
2012-11-19;50-59;Male;7
2012-11-19;60-69;Female;11
2012-11-19;60-69;Male;8
2012-11-19;70-79;Female;15
2012-11-19;70-79;Male;15
2012-11-19;80-89;Female;22
2012-11-19;80-89;Male;22
2012-11-19;90+;Female;18
2012-11-19;90+;Male;7
2012-11-20;0-9;Female;0
2012-11-20;0-9;Male;0
2012-11-20;10-19;Female;0
2012-11-20;10-19;Male;1
2012-11-20;20-29;Female;0
2012-11-20;20-29;Male;0
2012-11-20;30-39;Female;0
2012-11-20;30-39;Male;0
2012-11-20;40-49;Female;1
2012-11-20;40-49;Male;3
2012-11-20;50-59;Female;4
2012-11-20;50-59;Male;11
2012-11-20;60-69;Female;4
2012-11-20;60-69;Male;13
2012-11-20;70-79;Female;14
2012-11-20;70-79;Male;24
2012-11-20;80-89;Female;27
2012-11-20;80-89;Male;17
2012-11-20;90+;Female;12
2012-11-20;90+;Male;7
2012-11-21;0-9;Female;0
2012-11-21;0-9;Male;1
2012-11-21;10-19;Female;0
2012-11-21;10-19;Male;0
2012-11-21;20-29;Female;0
2012-11-21;20-29;Male;0
2012-11-21;30-39;Female;0
2012-11-21;30-39;Male;2
2012-11-21;40-49;Female;1
2012-11-21;40-49;Male;2
2012-11-21;50-59;Female;8
2012-11-21;50-59;Male;4
2012-11-21;60-69;Female;18
2012-11-21;60-69;Male;8
2012-11-21;70-79;Female;13
2012-11-21;70-79;Male;20
2012-11-21;80-89;Female;33
2012-11-21;80-89;Male;19
2012-11-21;90+;Female;8
2012-11-21;90+;Male;3
2012-11-22;0-9;Female;1
2012-11-22;0-9;Male;0
2012-11-22;10-19;Female;0
2012-11-22;10-19;Male;0
2012-11-22;20-29;Female;0
2012-11-22;20-29;Male;0
2012-11-22;30-39;Female;1
2012-11-22;30-39;Male;0
2012-11-22;40-49;Female;1
2012-11-22;40-49;Male;1
2012-11-22;50-59;Female;4
2012-11-22;50-59;Male;8
2012-11-22;60-69;Female;8
2012-11-22;60-69;Male;10
2012-11-22;70-79;Female;17
2012-11-22;70-79;Male;12
2012-11-22;80-89;Female;20
2012-11-22;80-89;Male;19
2012-11-22;90+;Female;16
2012-11-22;90+;Male;5
2012-11-23;0-9;Female;0
2012-11-23;0-9;Male;0
2012-11-23;10-19;Female;1
2012-11-23;10-19;Male;0
2012-11-23;20-29;Female;0
2012-11-23;20-29;Male;0
2012-11-23;30-39;Female;1
2012-11-23;30-39;Male;0
2012-11-23;40-49;Female;0
2012-11-23;40-49;Male;2
2012-11-23;50-59;Female;3
2012-11-23;50-59;Male;3
2012-11-23;60-69;Female;8
2012-11-23;60-69;Male;18
2012-11-23;70-79;Female;17
2012-11-23;70-79;Male;21
2012-11-23;80-89;Female;34
2012-11-23;80-89;Male;26
2012-11-23;90+;Female;24
2012-11-23;90+;Male;7
2012-11-24;0-9;Female;1
2012-11-24;0-9;Male;0
2012-11-24;10-19;Female;0
2012-11-24;10-19;Male;1
2012-11-24;20-29;Female;0
2012-11-24;20-29;Male;2
2012-11-24;30-39;Female;0
2012-11-24;30-39;Male;3
2012-11-24;40-49;Female;0
2012-11-24;40-49;Male;1
2012-11-24;50-59;Female;3
2012-11-24;50-59;Male;7
2012-11-24;60-69;Female;5
2012-11-24;60-69;Male;13
2012-11-24;70-79;Female;13
2012-11-24;70-79;Male;18
2012-11-24;80-89;Female;18
2012-11-24;80-89;Male;18
2012-11-24;90+;Female;21
2012-11-24;90+;Male;8
2012-11-25;0-9;Female;1
2012-11-25;0-9;Male;0
2012-11-25;10-19;Female;0
2012-11-25;10-19;Male;0
2012-11-25;20-29;Female;1
2012-11-25;20-29;Male;0
2012-11-25;30-39;Female;0
2012-11-25;30-39;Male;1
2012-11-25;40-49;Female;0
2012-11-25;40-49;Male;5
2012-11-25;50-59;Female;2
2012-11-25;50-59;Male;5
2012-11-25;60-69;Female;9
2012-11-25;60-69;Male;13
2012-11-25;70-79;Female;17
2012-11-25;70-79;Male;20
2012-11-25;80-89;Female;16
2012-11-25;80-89;Male;21
2012-11-25;90+;Female;20
2012-11-25;90+;Male;6
2012-11-26;0-9;Female;0
2012-11-26;0-9;Male;1
2012-11-26;10-19;Female;0
2012-11-26;10-19;Male;0
2012-11-26;20-29;Female;0
2012-11-26;20-29;Male;0
2012-11-26;30-39;Female;0
2012-11-26;30-39;Male;1
2012-11-26;40-49;Female;2
2012-11-26;40-49;Male;2
2012-11-26;50-59;Female;6
2012-11-26;50-59;Male;3
2012-11-26;60-69;Female;11
2012-11-26;60-69;Male;11
2012-11-26;70-79;Female;17
2012-11-26;70-79;Male;16
2012-11-26;80-89;Female;27
2012-11-26;80-89;Male;21
2012-11-26;90+;Female;23
2012-11-26;90+;Male;9
2012-11-27;0-9;Female;1
2012-11-27;0-9;Male;1
2012-11-27;10-19;Female;0
2012-11-27;10-19;Male;0
2012-11-27;20-29;Female;0
2012-11-27;20-29;Male;0
2012-11-27;30-39;Female;0
2012-11-27;30-39;Male;1
2012-11-27;40-49;Female;3
2012-11-27;40-49;Male;3
2012-11-27;50-59;Female;6
2012-11-27;50-59;Male;5
2012-11-27;60-69;Female;8
2012-11-27;60-69;Male;11
2012-11-27;70-79;Female;18
2012-11-27;70-79;Male;26
2012-11-27;80-89;Female;23
2012-11-27;80-89;Male;14
2012-11-27;90+;Female;8
2012-11-27;90+;Male;3
2012-11-28;0-9;Female;0
2012-11-28;0-9;Male;0
2012-11-28;10-19;Female;0
2012-11-28;10-19;Male;0
2012-11-28;20-29;Female;0
2012-11-28;20-29;Male;0
2012-11-28;30-39;Female;1
2012-11-28;30-39;Male;1
2012-11-28;40-49;Female;0
2012-11-28;40-49;Male;1
2012-11-28;50-59;Female;3
2012-11-28;50-59;Male;5
2012-11-28;60-69;Female;8
2012-11-28;60-69;Male;19
2012-11-28;70-79;Female;13
2012-11-28;70-79;Male;16
2012-11-28;80-89;Female;24
2012-11-28;80-89;Male;16
2012-11-28;90+;Female;10
2012-11-28;90+;Male;8
2012-11-29;0-9;Female;1
2012-11-29;0-9;Male;0
2012-11-29;10-19;Female;0
2012-11-29;10-19;Male;0
2012-11-29;20-29;Female;0
2012-11-29;20-29;Male;1
2012-11-29;30-39;Female;0
2012-11-29;30-39;Male;2
2012-11-29;40-49;Female;2
2012-11-29;40-49;Male;3
2012-11-29;50-59;Female;2
2012-11-29;50-59;Male;9
2012-11-29;60-69;Female;7
2012-11-29;60-69;Male;8
2012-11-29;70-79;Female;12
2012-11-29;70-79;Male;15
2012-11-29;80-89;Female;31
2012-11-29;80-89;Male;24
2012-11-29;90+;Female;20
2012-11-29;90+;Male;9
2012-11-30;0-9;Female;0
2012-11-30;0-9;Male;0
2012-11-30;10-19;Female;0
2012-11-30;10-19;Male;0
2012-11-30;20-29;Female;0
2012-11-30;20-29;Male;1
2012-11-30;30-39;Female;0
2012-11-30;30-39;Male;0
2012-11-30;40-49;Female;0
2012-11-30;40-49;Male;3
2012-11-30;50-59;Female;4
2012-11-30;50-59;Male;4
2012-11-30;60-69;Female;9
2012-11-30;60-69;Male;16
2012-11-30;70-79;Female;12
2012-11-30;70-79;Male;23
2012-11-30;80-89;Female;30
2012-11-30;80-89;Male;23
2012-11-30;90+;Female;18
2012-11-30;90+;Male;3
2012-12-01;0-9;Female;0
2012-12-01;0-9;Male;0
2012-12-01;10-19;Female;0
2012-12-01;10-19;Male;0
2012-12-01;20-29;Female;0
2012-12-01;20-29;Male;0
2012-12-01;30-39;Female;0
2012-12-01;30-39;Male;0
2012-12-01;40-49;Female;4
2012-12-01;40-49;Male;2
2012-12-01;50-59;Female;6
2012-12-01;50-59;Male;4
2012-12-01;60-69;Female;9
2012-12-01;60-69;Male;10
2012-12-01;70-79;Female;13
2012-12-01;70-79;Male;32
2012-12-01;80-89;Female;28
2012-12-01;80-89;Male;14
2012-12-01;90+;Female;18
2012-12-01;90+;Male;14
2012-12-02;0-9;Female;0
2012-12-02;0-9;Male;0
2012-12-02;10-19;Female;0
2012-12-02;10-19;Male;1
2012-12-02;20-29;Female;0
2012-12-02;20-29;Male;0
2012-12-02;30-39;Female;0
2012-12-02;30-39;Male;2
2012-12-02;40-49;Female;1
2012-12-02;40-49;Male;3
2012-12-02;50-59;Female;1
2012-12-02;50-59;Male;3
2012-12-02;60-69;Female;6
2012-12-02;60-69;Male;13
2012-12-02;70-79;Female;11
2012-12-02;70-79;Male;18
2012-12-02;80-89;Female;32
2012-12-02;80-89;Male;21
2012-12-02;90+;Female;14
2012-12-02;90+;Male;6
2012-12-03;0-9;Female;0
2012-12-03;0-9;Male;0
2012-12-03;10-19;Female;0
2012-12-03;10-19;Male;0
2012-12-03;20-29;Female;1
2012-12-03;20-29;Male;1
2012-12-03;30-39;Female;0
2012-12-03;30-39;Male;0
2012-12-03;40-49;Female;2
2012-12-03;40-49;Male;1
2012-12-03;50-59;Female;2
2012-12-03;50-59;Male;6
2012-12-03;60-69;Female;6
2012-12-03;60-69;Male;17
2012-12-03;70-79;Female;16
2012-12-03;70-79;Male;11
2012-12-03;80-89;Female;32
2012-12-03;80-89;Male;19
2012-12-03;90+;Female;18
2012-12-03;90+;Male;4
2012-12-04;0-9;Female;0
2012-12-04;0-9;Male;0
2012-12-04;10-19;Female;0
2012-12-04;10-19;Male;0
2012-12-04;20-29;Female;0
2012-12-04;20-29;Male;1
2012-12-04;30-39;Female;0
2012-12-04;30-39;Male;2
2012-12-04;40-49;Female;2
2012-12-04;40-49;Male;4
2012-12-04;50-59;Female;6
2012-12-04;50-59;Male;5
2012-12-04;60-69;Female;4
2012-12-04;60-69;Male;10
2012-12-04;70-79;Female;21
2012-12-04;70-79;Male;25
2012-12-04;80-89;Female;19
2012-12-04;80-89;Male;20
2012-12-04;90+;Female;17
2012-12-04;90+;Male;10
2012-12-05;0-9;Female;0
2012-12-05;0-9;Male;0
2012-12-05;10-19;Female;0
2012-12-05;10-19;Male;0
2012-12-05;20-29;Female;0
2012-12-05;20-29;Male;0
2012-12-05;30-39;Female;0
2012-12-05;30-39;Male;1
2012-12-05;40-49;Female;0
2012-12-05;40-49;Male;2
2012-12-05;50-59;Female;4
2012-12-05;50-59;Male;6
2012-12-05;60-69;Female;6
2012-12-05;60-69;Male;16
2012-12-05;70-79;Female;17
2012-12-05;70-79;Male;22
2012-12-05;80-89;Female;20
2012-12-05;80-89;Male;12
2012-12-05;90+;Female;15
2012-12-05;90+;Male;5
2012-12-06;0-9;Female;0
2012-12-06;0-9;Male;1
2012-12-06;10-19;Female;0
2012-12-06;10-19;Male;0
2012-12-06;20-29;Female;0
2012-12-06;20-29;Male;0
2012-12-06;30-39;Female;1
2012-12-06;30-39;Male;3
2012-12-06;40-49;Female;1
2012-12-06;40-49;Male;0
2012-12-06;50-59;Female;6
2012-12-06;50-59;Male;3
2012-12-06;60-69;Female;7
2012-12-06;60-69;Male;17
2012-12-06;70-79;Female;20
2012-12-06;70-79;Male;22
2012-12-06;80-89;Female;17
2012-12-06;80-89;Male;31
2012-12-06;90+;Female;20
2012-12-06;90+;Male;7
2012-12-07;0-9;Female;0
2012-12-07;0-9;Male;0
2012-12-07;10-19;Female;0
2012-12-07;10-19;Male;0
2012-12-07;20-29;Female;0
2012-12-07;20-29;Male;0
2012-12-07;30-39;Female;0
2012-12-07;30-39;Male;1
2012-12-07;40-49;Female;0
2012-12-07;40-49;Male;3
2012-12-07;50-59;Female;2
2012-12-07;50-59;Male;7
2012-12-07;60-69;Female;11
2012-12-07;60-69;Male;21
2012-12-07;70-79;Female;19
2012-12-07;70-79;Male;16
2012-12-07;80-89;Female;30
2012-12-07;80-89;Male;29
2012-12-07;90+;Female;18
2012-12-07;90+;Male;9
2012-12-08;0-9;Female;0
2012-12-08;0-9;Male;0
2012-12-08;10-19;Female;0
2012-12-08;10-19;Male;1
2012-12-08;20-29;Female;0
2012-12-08;20-29;Male;0
2012-12-08;30-39;Female;0
2012-12-08;30-39;Male;0
2012-12-08;40-49;Female;1
2012-12-08;40-49;Male;5
2012-12-08;50-59;Female;2
2012-12-08;50-59;Male;6
2012-12-08;60-69;Female;6
2012-12-08;60-69;Male;14
2012-12-08;70-79;Female;16
2012-12-08;70-79;Male;22
2012-12-08;80-89;Female;18
2012-12-08;80-89;Male;12
2012-12-08;90+;Female;20
2012-12-08;90+;Male;10
2012-12-09;0-9;Female;0
2012-12-09;0-9;Male;0
2012-12-09;10-19;Female;0
2012-12-09;10-19;Male;1
2012-12-09;20-29;Female;0
2012-12-09;20-29;Male;0
2012-12-09;30-39;Female;0
2012-12-09;30-39;Male;0
2012-12-09;40-49;Female;0
2012-12-09;40-49;Male;1
2012-12-09;50-59;Female;0
2012-12-09;50-59;Male;10
2012-12-09;60-69;Female;11
2012-12-09;60-69;Male;15
2012-12-09;70-79;Female;11
2012-12-09;70-79;Male;24
2012-12-09;80-89;Female;24
2012-12-09;80-89;Male;26
2012-12-09;90+;Female;18
2012-12-09;90+;Male;5
2012-12-10;0-9;Female;0
2012-12-10;0-9;Male;0
2012-12-10;10-19;Female;0
2012-12-10;10-19;Male;0
2012-12-10;20-29;Female;0
2012-12-10;20-29;Male;0
2012-12-10;30-39;Female;1
2012-12-10;30-39;Male;2
2012-12-10;40-49;Female;1
2012-12-10;40-49;Male;1
2012-12-10;50-59;Female;5
2012-12-10;50-59;Male;5
2012-12-10;60-69;Female;7
2012-12-10;60-69;Male;13
2012-12-10;70-79;Female;14
2012-12-10;70-79;Male;19
2012-12-10;80-89;Female;25
2012-12-10;80-89;Male;15
2012-12-10;90+;Female;22
2012-12-10;90+;Male;8
2012-12-11;0-9;Female;1
2012-12-11;0-9;Male;0
2012-12-11;10-19;Female;0
2012-12-11;10-19;Male;0
2012-12-11;20-29;Female;0
2012-12-11;20-29;Male;1
2012-12-11;30-39;Female;1
2012-12-11;30-39;Male;1
2012-12-11;40-49;Female;3
2012-12-11;40-49;Male;0
2012-12-11;50-59;Female;2
2012-12-11;50-59;Male;4
2012-12-11;60-69;Female;10
2012-12-11;60-69;Male;14
2012-12-11;70-79;Female;12
2012-12-11;70-79;Male;25
2012-12-11;80-89;Female;29
2012-12-11;80-89;Male;23
2012-12-11;90+;Female;10
2012-12-11;90+;Male;10
2012-12-12;0-9;Female;0
2012-12-12;0-9;Male;1
2012-12-12;10-19;Female;0
2012-12-12;10-19;Male;0
2012-12-12;20-29;Female;0
2012-12-12;20-29;Male;1
2012-12-12;30-39;Female;0
2012-12-12;30-39;Male;1
2012-12-12;40-49;Female;0
2012-12-12;40-49;Male;3
2012-12-12;50-59;Female;1
2012-12-12;50-59;Male;6
2012-12-12;60-69;Female;10
2012-12-12;60-69;Male;17
2012-12-12;70-79;Female;19
2012-12-12;70-79;Male;13
2012-12-12;80-89;Female;20
2012-12-12;80-89;Male;19
2012-12-12;90+;Female;19
2012-12-12;90+;Male;4
2012-12-13;0-9;Female;1
2012-12-13;0-9;Male;0
2012-12-13;10-19;Female;1
2012-12-13;10-19;Male;0
2012-12-13;20-29;Female;0
2012-12-13;20-29;Male;0
2012-12-13;30-39;Female;0
2012-12-13;30-39;Male;0
2012-12-13;40-49;Female;0
2012-12-13;40-49;Male;2
2012-12-13;50-59;Female;2
2012-12-13;50-59;Male;5
2012-12-13;60-69;Female;12
2012-12-13;60-69;Male;15
2012-12-13;70-79;Female;17
2012-12-13;70-79;Male;12
2012-12-13;80-89;Female;20
2012-12-13;80-89;Male;23
2012-12-13;90+;Female;23
2012-12-13;90+;Male;8
2012-12-14;0-9;Female;0
2012-12-14;0-9;Male;0
2012-12-14;10-19;Female;0
2012-12-14;10-19;Male;0
2012-12-14;20-29;Female;0
2012-12-14;20-29;Male;1
2012-12-14;30-39;Female;0
2012-12-14;30-39;Male;1
2012-12-14;40-49;Female;2
2012-12-14;40-49;Male;1
2012-12-14;50-59;Female;5
2012-12-14;50-59;Male;5
2012-12-14;60-69;Female;6
2012-12-14;60-69;Male;13
2012-12-14;70-79;Female;15
2012-12-14;70-79;Male;21
2012-12-14;80-89;Female;39
2012-12-14;80-89;Male;18
2012-12-14;90+;Female;13
2012-12-14;90+;Male;6
2012-12-15;0-9;Female;1
2012-12-15;0-9;Male;0
2012-12-15;10-19;Female;0
2012-12-15;10-19;Male;0
2012-12-15;20-29;Female;0
2012-12-15;20-29;Male;0
2012-12-15;30-39;Female;0
2012-12-15;30-39;Male;0
2012-12-15;40-49;Female;1
2012-12-15;40-49;Male;5
2012-12-15;50-59;Female;4
2012-12-15;50-59;Male;5
2012-12-15;60-69;Female;11
2012-12-15;60-69;Male;14
2012-12-15;70-79;Female;22
2012-12-15;70-79;Male;20
2012-12-15;80-89;Female;33
2012-12-15;80-89;Male;23
2012-12-15;90+;Female;15
2012-12-15;90+;Male;7
2012-12-16;0-9;Female;0
2012-12-16;0-9;Male;0
2012-12-16;10-19;Female;0
2012-12-16;10-19;Male;1
2012-12-16;20-29;Female;0
2012-12-16;20-29;Male;1
2012-12-16;30-39;Female;1
2012-12-16;30-39;Male;1
2012-12-16;40-49;Female;0
2012-12-16;40-49;Male;4
2012-12-16;50-59;Female;5
2012-12-16;50-59;Male;6
2012-12-16;60-69;Female;10
2012-12-16;60-69;Male;12
2012-12-16;70-79;Female;17
2012-12-16;70-79;Male;20
2012-12-16;80-89;Female;26
2012-12-16;80-89;Male;23
2012-12-16;90+;Female;21
2012-12-16;90+;Male;8
2012-12-17;0-9;Female;0
2012-12-17;0-9;Male;0
2012-12-17;10-19;Female;0
2012-12-17;10-19;Male;0
2012-12-17;20-29;Female;0
2012-12-17;20-29;Male;0
2012-12-17;30-39;Female;1
2012-12-17;30-39;Male;0
2012-12-17;40-49;Female;0
2012-12-17;40-49;Male;2
2012-12-17;50-59;Female;5
2012-12-17;50-59;Male;5
2012-12-17;60-69;Female;13
2012-12-17;60-69;Male;20
2012-12-17;70-79;Female;12
2012-12-17;70-79;Male;20
2012-12-17;80-89;Female;27
2012-12-17;80-89;Male;23
2012-12-17;90+;Female;17
2012-12-17;90+;Male;13
2012-12-18;0-9;Female;0
2012-12-18;0-9;Male;0
2012-12-18;10-19;Female;0
2012-12-18;10-19;Male;0
2012-12-18;20-29;Female;0
2012-12-18;20-29;Male;1
2012-12-18;30-39;Female;0
2012-12-18;30-39;Male;0
2012-12-18;40-49;Female;0
2012-12-18;40-49;Male;2
2012-12-18;50-59;Female;2
2012-12-18;50-59;Male;10
2012-12-18;60-69;Female;9
2012-12-18;60-69;Male;16
2012-12-18;70-79;Female;12
2012-12-18;70-79;Male;24
2012-12-18;80-89;Female;26
2012-12-18;80-89;Male;27
2012-12-18;90+;Female;21
2012-12-18;90+;Male;13
2012-12-19;0-9;Female;0
2012-12-19;0-9;Male;0
2012-12-19;10-19;Female;0
2012-12-19;10-19;Male;0
2012-12-19;20-29;Female;0
2012-12-19;20-29;Male;0
2012-12-19;30-39;Female;0
2012-12-19;30-39;Male;1
2012-12-19;40-49;Female;2
2012-12-19;40-49;Male;2
2012-12-19;50-59;Female;6
2012-12-19;50-59;Male;6
2012-12-19;60-69;Female;11
2012-12-19;60-69;Male;19
2012-12-19;70-79;Female;11
2012-12-19;70-79;Male;19
2012-12-19;80-89;Female;27
2012-12-19;80-89;Male;22
2012-12-19;90+;Female;25
2012-12-19;90+;Male;3
2012-12-20;0-9;Female;0
2012-12-20;0-9;Male;0
2012-12-20;10-19;Female;0
2012-12-20;10-19;Male;0
2012-12-20;20-29;Female;0
2012-12-20;20-29;Male;0
2012-12-20;30-39;Female;0
2012-12-20;30-39;Male;1
2012-12-20;40-49;Female;0
2012-12-20;40-49;Male;2
2012-12-20;50-59;Female;5
2012-12-20;50-59;Male;5
2012-12-20;60-69;Female;11
2012-12-20;60-69;Male;16
2012-12-20;70-79;Female;23
2012-12-20;70-79;Male;25
2012-12-20;80-89;Female;24
2012-12-20;80-89;Male;24
2012-12-20;90+;Female;22
2012-12-20;90+;Male;12
2012-12-21;0-9;Female;1
2012-12-21;0-9;Male;0
2012-12-21;10-19;Female;0
2012-12-21;10-19;Male;1
2012-12-21;20-29;Female;1
2012-12-21;20-29;Male;1
2012-12-21;30-39;Female;0
2012-12-21;30-39;Male;1
2012-12-21;40-49;Female;3
2012-12-21;40-49;Male;2
2012-12-21;50-59;Female;2
2012-12-21;50-59;Male;7
2012-12-21;60-69;Female;6
2012-12-21;60-69;Male;19
2012-12-21;70-79;Female;22
2012-12-21;70-79;Male;19
2012-12-21;80-89;Female;28
2012-12-21;80-89;Male;25
2012-12-21;90+;Female;23
2012-12-21;90+;Male;6
2012-12-22;0-9;Female;0
2012-12-22;0-9;Male;0
2012-12-22;10-19;Female;0
2012-12-22;10-19;Male;0
2012-12-22;20-29;Female;0
2012-12-22;20-29;Male;1
2012-12-22;30-39;Female;2
2012-12-22;30-39;Male;0
2012-12-22;40-49;Female;2
2012-12-22;40-49;Male;1
2012-12-22;50-59;Female;5
2012-12-22;50-59;Male;11
2012-12-22;60-69;Female;9
2012-12-22;60-69;Male;9
2012-12-22;70-79;Female;19
2012-12-22;70-79;Male;17
2012-12-22;80-89;Female;30
2012-12-22;80-89;Male;23
2012-12-22;90+;Female;24
2012-12-22;90+;Male;9
2012-12-23;0-9;Female;0
2012-12-23;0-9;Male;0
2012-12-23;10-19;Female;0
2012-12-23;10-19;Male;0
2012-12-23;20-29;Female;0
2012-12-23;20-29;Male;1
